"reviewer_info","Date","Review"
"Mom40 | 35-44 | Female |  On medication for 1 to 6 months |   ","12/23/2021","I have never written one of these types of reviews but found myself looking for personal experiences of this drug when I was prescribed it and found that super helpful.
I'm a 40-year-old mother of two who has suffered from an anxiety disorder for as long as I can remember. My life was drama and chaos - always thought people were upset with me, didn't like me, were talking about me, etc. I couldn't drive without thinking about getting in a horrible accident or panic every time my kids wanted to play outside with their friends.
I went on Cipralex a few years back and it helped a bit, but I also gained about 10 lbs and still had some anxiety. About a month and a half ago I was prescribed Effexor and I was nervous about taking it as I had read so many scary reviews. Still, I also read a lot of positive ones so thought I'd give it a whirl. I started off at the the lowest dose and gradually increased each week until I got to 150mg. I felt super tired, dizzy and nauseous the first few weeks, which led me to easily losing 5lbs. At around the 1 month mark I started feeling AMAZING. I feel so calm, centred and content, which is something I have never felt before in my life. I'm about to spend Christmas with people who normally cause me so much anxiety and stress, but I am not anxious about it one bit. I have heard it is tough to come off of this pill, but I honestly don't think I'll ever want to go off of it. I keep eating chips, junk food and haven't really been working out lately but have now lost 8 lbs without trying at all. My biggest tip would be to take the pill in the morning as when I took it at night I couldn't sleep. Only side effect I'm experiencing is constipation.Read More Read Less  "
" Anonymous | 25-34 | Female |  On medication for 2 to less than 5 years |  Patient","4/17/2008","I have found that Effexor has been a very successful treatment of my anxiety disorder.  I no longer have panic attacks.  Effexor has been easily tolerated with little side effects.  The only issue I had was a little dizziness during the first week of treatment.  I would recommend this to anyone seeking help with anxiety."
" Anonymous | 55-64 | Male |  On medication for 2 to less than 5 years |  Patient","3/9/2009","After years of treatment for anxity disorder (runs in my family)and many med trials a new dr recomended Effexor XR. After about six weeks I noticed a general calming in situtations that used to panic me. The change was subtle and my wife was the first to notice.   The only down side was the loss of ability to have an orgasm. The ""rest"" still works fine."
"Grammyof6 | 55-64 | Female |  On medication for 1 to less than 2 years |  Patient","10/22/2008","I have suffered from anxiety for most of my adult life but thought such feelings were normal!  I had been given lorazepam for anxiety attacks, but the saddness, hopelessness and crying were getting worse.  Dealing with an elderly mother,my husband's severe health issues, working part time and trying to find time to be ""Grammy"" I decided to talk to my new primary care physician.  I started on 75, went to 150.  I was afraid I would become a crazy laughing person with no idea of reality.  Not true--I am ME.  I love this medication! Read More Read Less  "
" Anonymous | 19-24 | Female |  On medication for 2 to less than 5 years |  Patient","4/14/2008","tried 10+ other drugs before finding effexor. withdrawl is difficult (have done it twice before under doctor's care) but worth it. i lack daily anxiety episodes, i am happier (also being treated for depression), i sleep well, i don't really have any negative side effects."
" Anonymous | 25-34 | Female |  On medication for 1 to less than 2 years |  Patient","6/11/2008","To everyone suffering from the awful withdrawal symptoms...mine lasted 12 long horrible days, but after that I started to feel much better. The hazy feeling along with the muscle aches and “zaps” slowly went away. The longer side effects that I still have are moodiness and extreme irritability. I decided to stop taking it because of the weight gain. I went from 115lbs to 150lbs!! I just wanted to share, to let you all know there is an end to the agonizing withdrawal symptoms, you just have to tough it out. Besides that, I loved the medication and would recommend it to anyone with anxiety or depression. It worked wonders for me and its to bad the weigh gain made decide to stop taking it.Read More Read Less  "
" Anonymous | 25-34 | Female |  On medication for 1 to 6 months |  Patient","12/30/2007",""
" Anonymous | 35-44 | Female |  On medication for 2 to less than 5 years |  Patient","3/22/2011",""
"bailey64 | 55-64 | Female |  On medication for 1 to less than 2 years |  Patient","6/27/2013","I have been taking amitriptyline over a year and it causes weight gain. I am not very happy about the side effects"
"Doofus | 55-64 | Male |  On medication for 2 to less than 5 years |  Patient","6/22/2014","Took it for Periphial Neuropathy due to chemotherepy arrising from Hodgkins Lymphoma. Due to unforseen circumstances I ran out of pills (75mg twice a day), and could keep nothing down. Tried to man through it but after two days of zero food or liquids I gave in and called the Doctor for an emergency prescription. Took me two months to taper off of it. That's two months of a range of withdrawal symptoms. Usual side effects, total lack of sex drive, total lack of motivation, 2 1/2 years in a waking coma. Horrible side effects, horrible withdrawal, but it did help with the worst of the pain. On Gabapentin now, and I can get up and do things again. Sex drive still has not returned after two months since quitting.Read More Read Less  "
" Anonymous | 25-34 | Female |  On medication for less than 1 month |  Patient","10/25/2008","this medication made me feel crazy. major panic attachs. horrid mental thoughts. will never take again"
"lkennedy | 55-64 | Female |  On medication for 5 to less than 10 years |  Patient","12/24/2009","I was not warned by my doctor or by the pharmacy prescription information that this is an ADDICTIVE drug; adverse effects began 5 months ago and I want to know WHY I was not informed that this drug would turn against my body.  This pain and anguish is worse than any symptom I had before taking this drug."
"lexi10001 | 45-54 | Female |  On medication for less than 1 month |  Patient","4/4/2014","Im not sure about this drug yet, i really did not want to take it i even told my doctor that i did not want to take it that it was a bad drug and hard to get off of  i am taking it for migraines headaches and he hs treating me for my seizures so I am on meds for that as well. I also have hashimimotos thyroidititis hypothyroidism i am taking meds for and more meds it can not be good  they just keep giveing me more and more pills that i dont want thay want stop i feel like there trying too make me sicker.Read More Read Less  "
"kootenayboy | 35-44 | Male |  On medication for 1 to less than 2 years |  Patient","1/22/2014","while this drug works I found the side effects to be to hard to handle.  the brain zaps were crazy.  trouble going to the washroom, numbed most areas which was great for pain but horrible for any adult social interaction ;)     read up on it as it has a reputation,  but as I said it works and is cheap its the bottom rung in this class  it goes effezr, cymbalta, pristq.  the last one being the best no side effects but pricey  and not covered by most plans       if quitting DO NOT stop cold turkey have your doc ween you down off them or it gets intense with the brain farts  *shudder* Read More Read Less  "
